table_key	scenario	experiment	scheduler	split_hint	llm_rps	other_rps_raw	other_rps_scaled	status	returncode	elapsed_seconds	env_updates	env_removals	command	log	err
llm-1-ggnn	llm-ggnn	llm-1-ggnn-12	mps-50		1	12	1.200	ok	0	268.12	"{""CUDA_MPS_LOG_DIRECTORY"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/mps/mps-log"", ""CUDA_MPS_PIPE_DIRECTORY"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/mps/mps-pipe"", ""CUDA_VISIBLE_DEVICES"": ""0"", ""LD_LIBRARY_PATH"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/runtime-libs:/mnt/data/rtx/llvm-project/install/lib/x86_64-unknown-linux-gnu:/mnt/data/rtx/llvm-project/build/lib/x86_64-unknown-linux-gnu:/mnt/data/rtx/miniconda3/envs/MorphX/lib:/usr/mpi/gcc/openmpi-4.1.7rc1/lib:/mnt/data/rtx/miniconda3/envs/nanoflow/lib:/usr/local/cuda-12.4/lib64:/usr/local/cuda-12.4/targets/x86_64-linux/lib:/usr/local/cuda-12.4/extras/CUPTI/lib64:/home/rtx/usr/lib:/usr/local/cuda/lib64:/usr/local/cuda-12.4/lib64:/usr/local/cuda-12.4/targets/x86_64-linux/lib:/usr/local/cuda-12.4/extras/CUPTI/lib64:/home/rtx/usr/lib:/usr/local/cuda/lib64""}"		/home/rtx/miniconda3/envs/MorphX/bin/python run.py --use-multiprocess --use-mps --mps-percentage 50 --enable-llm --model llama-3-8b --dataset sharegpt --input-length 2048 --output-length 2048 --rps 1 --time 180.0 --enable-ggnn --ggnn-rps 12 --ggnn-base-size 1000000 --ggnn-query-size 10000	/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/logs/colocate/llm-ggnn/llm-1-ggnn-12/mps-50.log	/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/logs/colocate/llm-ggnn/llm-1-ggnn-12/mps-50.err
llm-1-ggnn	llm-ggnn	llm-1-ggnn-12	orion		1	12	1.200	ok	0	231.12	"{""CUDA_MPS_LOG_DIRECTORY"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/mps/plain-log"", ""CUDA_MPS_PIPE_DIRECTORY"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/mps/plain-pipe"", ""CUDA_VISIBLE_DEVICES"": ""0"", ""LD_LIBRARY_PATH"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/runtime-libs:/mnt/data/rtx/llvm-project/install/lib/x86_64-unknown-linux-gnu:/mnt/data/rtx/llvm-project/build/lib/x86_64-unknown-linux-gnu:/mnt/data/rtx/miniconda3/envs/MorphX/lib:/usr/mpi/gcc/openmpi-4.1.7rc1/lib:/mnt/data/rtx/miniconda3/envs/nanoflow/lib:/usr/local/cuda-12.4/lib64:/usr/local/cuda-12.4/targets/x86_64-linux/lib:/usr/local/cuda-12.4/extras/CUPTI/lib64:/home/rtx/usr/lib:/usr/local/cuda/lib64:/usr/local/cuda-12.4/lib64:/usr/local/cuda-12.4/targets/x86_64-linux/lib:/usr/local/cuda-12.4/extras/CUPTI/lib64:/home/rtx/usr/lib:/usr/local/cuda/lib64""}"		/home/rtx/miniconda3/envs/MorphX/bin/python run.py --use-orion --enable-llm --model llama-3-8b --dataset sharegpt --input-length 2048 --output-length 2048 --rps 1 --time 180.0 --enable-ggnn --ggnn-rps 12 --ggnn-base-size 1000000 --ggnn-query-size 10000	/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/logs/colocate/llm-ggnn/llm-1-ggnn-12/orion.log	/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/logs/colocate/llm-ggnn/llm-1-ggnn-12/orion.err
llm-1-ggnn	llm-ggnn	llm-1-ggnn-12	MorphX	76	1	12	1.200	ok	0	245.63	"{""CUDA_MPS_LOG_DIRECTORY"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/mps/plain-log"", ""CUDA_MPS_PIPE_DIRECTORY"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/mps/plain-pipe"", ""CUDA_VISIBLE_DEVICES"": ""0"", ""LD_LIBRARY_PATH"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/runtime-libs:/mnt/data/rtx/llvm-project/install/lib/x86_64-unknown-linux-gnu:/mnt/data/rtx/llvm-project/build/lib/x86_64-unknown-linux-gnu:/mnt/data/rtx/miniconda3/envs/MorphX/lib:/usr/mpi/gcc/openmpi-4.1.7rc1/lib:/mnt/data/rtx/miniconda3/envs/nanoflow/lib:/usr/local/cuda-12.4/lib64:/usr/local/cuda-12.4/targets/x86_64-linux/lib:/usr/local/cuda-12.4/extras/CUPTI/lib64:/home/rtx/usr/lib:/usr/local/cuda/lib64:/usr/local/cuda-12.4/lib64:/usr/local/cuda-12.4/targets/x86_64-linux/lib:/usr/local/cuda-12.4/extras/CUPTI/lib64:/home/rtx/usr/lib:/usr/local/cuda/lib64"", ""LD_PRELOAD"": ""/mnt/data/rtx/gpu/sm-sched/runtime/build/libcuda.so:/mnt/data/rtx/gpu/sm-sched/runtime/build/libpreload.so"", ""MorphX"": ""LD_PRELOAD=/mnt/data/rtx/gpu/sm-sched/runtime/build/libcuda.so:/mnt/data/rtx/gpu/sm-sched/runtime/build/libpreload.so"", ""MorphX_SPLIT_HINT"": ""76""}"		/home/rtx/miniconda3/envs/MorphX/bin/python run.py --enable-llm --model llama-3-8b --dataset sharegpt --input-length 2048 --output-length 2048 --rps 1 --time 180.0 --enable-ggnn --ggnn-rps 12 --ggnn-base-size 1000000 --ggnn-query-size 10000	/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/logs/colocate/llm-ggnn/llm-1-ggnn-12/MorphX.log	/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/logs/colocate/llm-ggnn/llm-1-ggnn-12/MorphX.err
llm-1-ggnn	llm-ggnn	llm-1-ggnn-12	stream		1	12	1.200	ok	0	231.03	"{""CUDA_MPS_LOG_DIRECTORY"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/mps/plain-log"", ""CUDA_MPS_PIPE_DIRECTORY"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/mps/plain-pipe"", ""CUDA_VISIBLE_DEVICES"": ""0"", ""LD_LIBRARY_PATH"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/runtime-libs:/mnt/data/rtx/llvm-project/install/lib/x86_64-unknown-linux-gnu:/mnt/data/rtx/llvm-project/build/lib/x86_64-unknown-linux-gnu:/mnt/data/rtx/miniconda3/envs/MorphX/lib:/usr/mpi/gcc/openmpi-4.1.7rc1/lib:/mnt/data/rtx/miniconda3/envs/nanoflow/lib:/usr/local/cuda-12.4/lib64:/usr/local/cuda-12.4/targets/x86_64-linux/lib:/usr/local/cuda-12.4/extras/CUPTI/lib64:/home/rtx/usr/lib:/usr/local/cuda/lib64:/usr/local/cuda-12.4/lib64:/usr/local/cuda-12.4/targets/x86_64-linux/lib:/usr/local/cuda-12.4/extras/CUPTI/lib64:/home/rtx/usr/lib:/usr/local/cuda/lib64""}"		/home/rtx/miniconda3/envs/MorphX/bin/python run.py --enable-llm --model llama-3-8b --dataset sharegpt --input-length 2048 --output-length 2048 --rps 1 --time 180.0 --enable-ggnn --ggnn-rps 12 --ggnn-base-size 1000000 --ggnn-query-size 10000	/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/logs/colocate/llm-ggnn/llm-1-ggnn-12/stream.log	/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/logs/colocate/llm-ggnn/llm-1-ggnn-12/stream.err
llm-1-ggnn	llm-ggnn	llm-1-ggnn-12	tgs		1	12	1.200	ok	0	241.97	"{""CUDA_MPS_LOG_DIRECTORY"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/mps/plain-log"", ""CUDA_MPS_PIPE_DIRECTORY"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/mps/plain-pipe"", ""CUDA_VISIBLE_DEVICES"": ""0"", ""LD_LIBRARY_PATH"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/runtime-libs:/mnt/data/rtx/llvm-project/install/lib/x86_64-unknown-linux-gnu:/mnt/data/rtx/llvm-project/build/lib/x86_64-unknown-linux-gnu:/mnt/data/rtx/miniconda3/envs/MorphX/lib:/usr/mpi/gcc/openmpi-4.1.7rc1/lib:/mnt/data/rtx/miniconda3/envs/nanoflow/lib:/usr/local/cuda-12.4/lib64:/usr/local/cuda-12.4/targets/x86_64-linux/lib:/usr/local/cuda-12.4/extras/CUPTI/lib64:/home/rtx/usr/lib:/usr/local/cuda/lib64:/usr/local/cuda-12.4/lib64:/usr/local/cuda-12.4/targets/x86_64-linux/lib:/usr/local/cuda-12.4/extras/CUPTI/lib64:/home/rtx/usr/lib:/usr/local/cuda/lib64"", ""TGS_HIGH"": ""LD_PRELOAD=/mnt/data/rtx/gpu/sm-sched/TGS/hijack/high-priority-lib/libcontroller.so:/mnt/data/rtx/gpu/sm-sched/TGS/hijack/high-priority-lib/libcuda.so:/mnt/data/rtx/gpu/sm-sched/TGS/hijack/high-priority-lib/libcuda.so.1:/mnt/data/rtx/gpu/sm-sched/TGS/hijack/high-priority-lib/libnvidia-ml.so:/mnt/data/rtx/gpu/sm-sched/TGS/hijack/high-priority-lib/libnvidia-ml.so.1"", ""TGS_LOW"": ""LD_PRELOAD=/mnt/data/rtx/gpu/sm-sched/TGS/hijack/low-priority-lib/libcontroller.so:/mnt/data/rtx/gpu/sm-sched/TGS/hijack/low-priority-lib/libcuda.so:/mnt/data/rtx/gpu/sm-sched/TGS/hijack/low-priority-lib/libcuda.so.1:/mnt/data/rtx/gpu/sm-sched/TGS/hijack/low-priority-lib/libnvidia-ml.so:/mnt/data/rtx/gpu/sm-sched/TGS/hijack/low-priority-lib/libnvidia-ml.so.1""}"		/home/rtx/miniconda3/envs/MorphX/bin/python run.py --use-multiprocess --use-tgs --enable-llm --model llama-3-8b --dataset sharegpt --input-length 2048 --output-length 2048 --rps 1 --time 180.0 --enable-ggnn --ggnn-rps 12 --ggnn-base-size 1000000 --ggnn-query-size 10000	/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/logs/colocate/llm-ggnn/llm-1-ggnn-12/tgs.log	/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/logs/colocate/llm-ggnn/llm-1-ggnn-12/tgs.err
llm-1-ggnn	llm-ggnn	llm-1-ggnn-12	timeslice		1	12	1.200	ok	0	241.59	"{""CUDA_MPS_LOG_DIRECTORY"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/mps/plain-log"", ""CUDA_MPS_PIPE_DIRECTORY"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/mps/plain-pipe"", ""CUDA_VISIBLE_DEVICES"": ""0"", ""LD_LIBRARY_PATH"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/runtime-libs:/mnt/data/rtx/llvm-project/install/lib/x86_64-unknown-linux-gnu:/mnt/data/rtx/llvm-project/build/lib/x86_64-unknown-linux-gnu:/mnt/data/rtx/miniconda3/envs/MorphX/lib:/usr/mpi/gcc/openmpi-4.1.7rc1/lib:/mnt/data/rtx/miniconda3/envs/nanoflow/lib:/usr/local/cuda-12.4/lib64:/usr/local/cuda-12.4/targets/x86_64-linux/lib:/usr/local/cuda-12.4/extras/CUPTI/lib64:/home/rtx/usr/lib:/usr/local/cuda/lib64:/usr/local/cuda-12.4/lib64:/usr/local/cuda-12.4/targets/x86_64-linux/lib:/usr/local/cuda-12.4/extras/CUPTI/lib64:/home/rtx/usr/lib:/usr/local/cuda/lib64""}"		/home/rtx/miniconda3/envs/MorphX/bin/python run.py --use-multiprocess --enable-llm --model llama-3-8b --dataset sharegpt --input-length 2048 --output-length 2048 --rps 1 --time 180.0 --enable-ggnn --ggnn-rps 12 --ggnn-base-size 1000000 --ggnn-query-size 10000	/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/logs/colocate/llm-ggnn/llm-1-ggnn-12/timeslice.log	/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/logs/colocate/llm-ggnn/llm-1-ggnn-12/timeslice.err
llm-1-ggnn	llm-ggnn	llm-1-ggnn-14	mps-30		1	14	1.400	ok	0	258.08	"{""CUDA_MPS_LOG_DIRECTORY"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/mps/mps-log"", ""CUDA_MPS_PIPE_DIRECTORY"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/mps/mps-pipe"", ""CUDA_VISIBLE_DEVICES"": ""0"", ""LD_LIBRARY_PATH"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/runtime-libs:/mnt/data/rtx/llvm-project/install/lib/x86_64-unknown-linux-gnu:/mnt/data/rtx/llvm-project/build/lib/x86_64-unknown-linux-gnu:/mnt/data/rtx/miniconda3/envs/MorphX/lib:/usr/mpi/gcc/openmpi-4.1.7rc1/lib:/mnt/data/rtx/miniconda3/envs/nanoflow/lib:/usr/local/cuda-12.4/lib64:/usr/local/cuda-12.4/targets/x86_64-linux/lib:/usr/local/cuda-12.4/extras/CUPTI/lib64:/home/rtx/usr/lib:/usr/local/cuda/lib64:/usr/local/cuda-12.4/lib64:/usr/local/cuda-12.4/targets/x86_64-linux/lib:/usr/local/cuda-12.4/extras/CUPTI/lib64:/home/rtx/usr/lib:/usr/local/cuda/lib64""}"		/home/rtx/miniconda3/envs/MorphX/bin/python run.py --use-multiprocess --use-mps --mps-percentage 30 --enable-llm --model llama-3-8b --dataset sharegpt --input-length 2048 --output-length 2048 --rps 1 --time 180.0 --enable-ggnn --ggnn-rps 14 --ggnn-base-size 1000000 --ggnn-query-size 10000	/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/logs/colocate/llm-ggnn/llm-1-ggnn-14/mps-30.log	/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/logs/colocate/llm-ggnn/llm-1-ggnn-14/mps-30.err
llm-1-ggnn	llm-ggnn	llm-1-ggnn-14	mps-50		1	14	1.400	ok	0	268.48	"{""CUDA_MPS_LOG_DIRECTORY"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/mps/mps-log"", ""CUDA_MPS_PIPE_DIRECTORY"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/mps/mps-pipe"", ""CUDA_VISIBLE_DEVICES"": ""0"", ""LD_LIBRARY_PATH"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/runtime-libs:/mnt/data/rtx/llvm-project/install/lib/x86_64-unknown-linux-gnu:/mnt/data/rtx/llvm-project/build/lib/x86_64-unknown-linux-gnu:/mnt/data/rtx/miniconda3/envs/MorphX/lib:/usr/mpi/gcc/openmpi-4.1.7rc1/lib:/mnt/data/rtx/miniconda3/envs/nanoflow/lib:/usr/local/cuda-12.4/lib64:/usr/local/cuda-12.4/targets/x86_64-linux/lib:/usr/local/cuda-12.4/extras/CUPTI/lib64:/home/rtx/usr/lib:/usr/local/cuda/lib64:/usr/local/cuda-12.4/lib64:/usr/local/cuda-12.4/targets/x86_64-linux/lib:/usr/local/cuda-12.4/extras/CUPTI/lib64:/home/rtx/usr/lib:/usr/local/cuda/lib64""}"		/home/rtx/miniconda3/envs/MorphX/bin/python run.py --use-multiprocess --use-mps --mps-percentage 50 --enable-llm --model llama-3-8b --dataset sharegpt --input-length 2048 --output-length 2048 --rps 1 --time 180.0 --enable-ggnn --ggnn-rps 14 --ggnn-base-size 1000000 --ggnn-query-size 10000	/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/logs/colocate/llm-ggnn/llm-1-ggnn-14/mps-50.log	/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/logs/colocate/llm-ggnn/llm-1-ggnn-14/mps-50.err
llm-1-ggnn	llm-ggnn	llm-1-ggnn-14	orion		1	14	1.400	ok	0	231.52	"{""CUDA_MPS_LOG_DIRECTORY"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/mps/plain-log"", ""CUDA_MPS_PIPE_DIRECTORY"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/mps/plain-pipe"", ""CUDA_VISIBLE_DEVICES"": ""0"", ""LD_LIBRARY_PATH"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/runtime-libs:/mnt/data/rtx/llvm-project/install/lib/x86_64-unknown-linux-gnu:/mnt/data/rtx/llvm-project/build/lib/x86_64-unknown-linux-gnu:/mnt/data/rtx/miniconda3/envs/MorphX/lib:/usr/mpi/gcc/openmpi-4.1.7rc1/lib:/mnt/data/rtx/miniconda3/envs/nanoflow/lib:/usr/local/cuda-12.4/lib64:/usr/local/cuda-12.4/targets/x86_64-linux/lib:/usr/local/cuda-12.4/extras/CUPTI/lib64:/home/rtx/usr/lib:/usr/local/cuda/lib64:/usr/local/cuda-12.4/lib64:/usr/local/cuda-12.4/targets/x86_64-linux/lib:/usr/local/cuda-12.4/extras/CUPTI/lib64:/home/rtx/usr/lib:/usr/local/cuda/lib64""}"		/home/rtx/miniconda3/envs/MorphX/bin/python run.py --use-orion --enable-llm --model llama-3-8b --dataset sharegpt --input-length 2048 --output-length 2048 --rps 1 --time 180.0 --enable-ggnn --ggnn-rps 14 --ggnn-base-size 1000000 --ggnn-query-size 10000	/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/logs/colocate/llm-ggnn/llm-1-ggnn-14/orion.log	/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/logs/colocate/llm-ggnn/llm-1-ggnn-14/orion.err
llm-1-ggnn	llm-ggnn	llm-1-ggnn-14	MorphX	76	1	14	1.400	ok	0	243.66	"{""CUDA_MPS_LOG_DIRECTORY"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/mps/plain-log"", ""CUDA_MPS_PIPE_DIRECTORY"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/mps/plain-pipe"", ""CUDA_VISIBLE_DEVICES"": ""0"", ""LD_LIBRARY_PATH"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/runtime-libs:/mnt/data/rtx/llvm-project/install/lib/x86_64-unknown-linux-gnu:/mnt/data/rtx/llvm-project/build/lib/x86_64-unknown-linux-gnu:/mnt/data/rtx/miniconda3/envs/MorphX/lib:/usr/mpi/gcc/openmpi-4.1.7rc1/lib:/mnt/data/rtx/miniconda3/envs/nanoflow/lib:/usr/local/cuda-12.4/lib64:/usr/local/cuda-12.4/targets/x86_64-linux/lib:/usr/local/cuda-12.4/extras/CUPTI/lib64:/home/rtx/usr/lib:/usr/local/cuda/lib64:/usr/local/cuda-12.4/lib64:/usr/local/cuda-12.4/targets/x86_64-linux/lib:/usr/local/cuda-12.4/extras/CUPTI/lib64:/home/rtx/usr/lib:/usr/local/cuda/lib64"", ""LD_PRELOAD"": ""/mnt/data/rtx/gpu/sm-sched/runtime/build/libcuda.so:/mnt/data/rtx/gpu/sm-sched/runtime/build/libpreload.so"", ""MorphX"": ""LD_PRELOAD=/mnt/data/rtx/gpu/sm-sched/runtime/build/libcuda.so:/mnt/data/rtx/gpu/sm-sched/runtime/build/libpreload.so"", ""MorphX_SPLIT_HINT"": ""76""}"		/home/rtx/miniconda3/envs/MorphX/bin/python run.py --enable-llm --model llama-3-8b --dataset sharegpt --input-length 2048 --output-length 2048 --rps 1 --time 180.0 --enable-ggnn --ggnn-rps 14 --ggnn-base-size 1000000 --ggnn-query-size 10000	/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/logs/colocate/llm-ggnn/llm-1-ggnn-14/MorphX.log	/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/logs/colocate/llm-ggnn/llm-1-ggnn-14/MorphX.err
llm-1-ggnn	llm-ggnn	llm-1-ggnn-14	stream		1	14	1.400	ok	0	231.16	"{""CUDA_MPS_LOG_DIRECTORY"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/mps/plain-log"", ""CUDA_MPS_PIPE_DIRECTORY"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/mps/plain-pipe"", ""CUDA_VISIBLE_DEVICES"": ""0"", ""LD_LIBRARY_PATH"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/runtime-libs:/mnt/data/rtx/llvm-project/install/lib/x86_64-unknown-linux-gnu:/mnt/data/rtx/llvm-project/build/lib/x86_64-unknown-linux-gnu:/mnt/data/rtx/miniconda3/envs/MorphX/lib:/usr/mpi/gcc/openmpi-4.1.7rc1/lib:/mnt/data/rtx/miniconda3/envs/nanoflow/lib:/usr/local/cuda-12.4/lib64:/usr/local/cuda-12.4/targets/x86_64-linux/lib:/usr/local/cuda-12.4/extras/CUPTI/lib64:/home/rtx/usr/lib:/usr/local/cuda/lib64:/usr/local/cuda-12.4/lib64:/usr/local/cuda-12.4/targets/x86_64-linux/lib:/usr/local/cuda-12.4/extras/CUPTI/lib64:/home/rtx/usr/lib:/usr/local/cuda/lib64""}"		/home/rtx/miniconda3/envs/MorphX/bin/python run.py --enable-llm --model llama-3-8b --dataset sharegpt --input-length 2048 --output-length 2048 --rps 1 --time 180.0 --enable-ggnn --ggnn-rps 14 --ggnn-base-size 1000000 --ggnn-query-size 10000	/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/logs/colocate/llm-ggnn/llm-1-ggnn-14/stream.log	/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/logs/colocate/llm-ggnn/llm-1-ggnn-14/stream.err
llm-1-ggnn	llm-ggnn	llm-1-ggnn-14	tgs		1	14	1.400	ok	0	241.89	"{""CUDA_MPS_LOG_DIRECTORY"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/mps/plain-log"", ""CUDA_MPS_PIPE_DIRECTORY"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/mps/plain-pipe"", ""CUDA_VISIBLE_DEVICES"": ""0"", ""LD_LIBRARY_PATH"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/runtime-libs:/mnt/data/rtx/llvm-project/install/lib/x86_64-unknown-linux-gnu:/mnt/data/rtx/llvm-project/build/lib/x86_64-unknown-linux-gnu:/mnt/data/rtx/miniconda3/envs/MorphX/lib:/usr/mpi/gcc/openmpi-4.1.7rc1/lib:/mnt/data/rtx/miniconda3/envs/nanoflow/lib:/usr/local/cuda-12.4/lib64:/usr/local/cuda-12.4/targets/x86_64-linux/lib:/usr/local/cuda-12.4/extras/CUPTI/lib64:/home/rtx/usr/lib:/usr/local/cuda/lib64:/usr/local/cuda-12.4/lib64:/usr/local/cuda-12.4/targets/x86_64-linux/lib:/usr/local/cuda-12.4/extras/CUPTI/lib64:/home/rtx/usr/lib:/usr/local/cuda/lib64"", ""TGS_HIGH"": ""LD_PRELOAD=/mnt/data/rtx/gpu/sm-sched/TGS/hijack/high-priority-lib/libcontroller.so:/mnt/data/rtx/gpu/sm-sched/TGS/hijack/high-priority-lib/libcuda.so:/mnt/data/rtx/gpu/sm-sched/TGS/hijack/high-priority-lib/libcuda.so.1:/mnt/data/rtx/gpu/sm-sched/TGS/hijack/high-priority-lib/libnvidia-ml.so:/mnt/data/rtx/gpu/sm-sched/TGS/hijack/high-priority-lib/libnvidia-ml.so.1"", ""TGS_LOW"": ""LD_PRELOAD=/mnt/data/rtx/gpu/sm-sched/TGS/hijack/low-priority-lib/libcontroller.so:/mnt/data/rtx/gpu/sm-sched/TGS/hijack/low-priority-lib/libcuda.so:/mnt/data/rtx/gpu/sm-sched/TGS/hijack/low-priority-lib/libcuda.so.1:/mnt/data/rtx/gpu/sm-sched/TGS/hijack/low-priority-lib/libnvidia-ml.so:/mnt/data/rtx/gpu/sm-sched/TGS/hijack/low-priority-lib/libnvidia-ml.so.1""}"		/home/rtx/miniconda3/envs/MorphX/bin/python run.py --use-multiprocess --use-tgs --enable-llm --model llama-3-8b --dataset sharegpt --input-length 2048 --output-length 2048 --rps 1 --time 180.0 --enable-ggnn --ggnn-rps 14 --ggnn-base-size 1000000 --ggnn-query-size 10000	/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/logs/colocate/llm-ggnn/llm-1-ggnn-14/tgs.log	/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/logs/colocate/llm-ggnn/llm-1-ggnn-14/tgs.err
llm-1-ggnn	llm-ggnn	llm-1-ggnn-14	timeslice		1	14	1.400	ok	0	242.02	"{""CUDA_MPS_LOG_DIRECTORY"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/mps/plain-log"", ""CUDA_MPS_PIPE_DIRECTORY"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/mps/plain-pipe"", ""CUDA_VISIBLE_DEVICES"": ""0"", ""LD_LIBRARY_PATH"": ""/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/runtime-libs:/mnt/data/rtx/llvm-project/install/lib/x86_64-unknown-linux-gnu:/mnt/data/rtx/llvm-project/build/lib/x86_64-unknown-linux-gnu:/mnt/data/rtx/miniconda3/envs/MorphX/lib:/usr/mpi/gcc/openmpi-4.1.7rc1/lib:/mnt/data/rtx/miniconda3/envs/nanoflow/lib:/usr/local/cuda-12.4/lib64:/usr/local/cuda-12.4/targets/x86_64-linux/lib:/usr/local/cuda-12.4/extras/CUPTI/lib64:/home/rtx/usr/lib:/usr/local/cuda/lib64:/usr/local/cuda-12.4/lib64:/usr/local/cuda-12.4/targets/x86_64-linux/lib:/usr/local/cuda-12.4/extras/CUPTI/lib64:/home/rtx/usr/lib:/usr/local/cuda/lib64""}"		/home/rtx/miniconda3/envs/MorphX/bin/python run.py --use-multiprocess --enable-llm --model llama-3-8b --dataset sharegpt --input-length 2048 --output-length 2048 --rps 1 --time 180.0 --enable-ggnn --ggnn-rps 14 --ggnn-base-size 1000000 --ggnn-query-size 10000	/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/logs/colocate/llm-ggnn/llm-1-ggnn-14/timeslice.log	/mnt/data/rtx/gpu/sm-sched/logs/20260709-131830/part1-colocate/logs/colocate/llm-ggnn/llm-1-ggnn-14/timeslice.err
